user_id,posts_per_week,likes_per_week,comments_per_week,shares_per_week,followers,following,avg_session_minutes,active_days_per_week,night_activity_ratio,video_watch_minutes,purchase_clicks_per_week,cluster,cluster_name,pca_1,pca_2
U101147,7,372,93,42,2501,728,62.2,3,0.378,192.5,7,3,Interactive User,0.36045429994900874,-2.1545312282922344
U101148,7,552,135,82,2635,1225,99.5,6,0.118,695.4,16,1,Content Creator,4.994999663706661,-0.134196416617046
U101149,8,598,122,70,3033,1114,109.2,6,0.182,880.0,12,1,Content Creator,5.013132595053464,0.28695875176638413
U101150,5,435,111,44,750,1288,43.9,4,0.521,200.5,5,3,Interactive User,0.835207536135843,-1.9400366590539482
U101151,3,430,55,64,2576,1065,87.3,4,0.563,726.9,9,1,Content Creator,1.5719081674850017,1.0106577429855892
U101152,4,350,101,55,4449,658,60.8,4,0.63,84.3,10,3,Interactive User,0.6836252434231523,-2.004248677180105
U101153,6,332,116,30,1484,632,79.3,3,0.485,388.3,9,3,Interactive User,0.42950621524783555,-0.6337475294404783
U101154,5,292,73,44,1318,835,91.3,4,0.837,640.0,12,0,Night Owl,0.8841356451263374,1.6890084281321909
U101155,3,171,49,50,431,262,77.4,4,0.219,413.9,8,2,Low-frequency Browser,-1.6589176357287085,0.4137301444746897
U101156,4,298,73,71,483,680,67.5,3,0.581,251.8,11,3,Interactive User,-0.22416652395288106,-0.4307821795022077
U101157,4,356,84,69,1674,1204,111.9,6,0.778,731.2,12,1,Content Creator,2.8974439399020944,2.3432766437611465
U101158,2,247,46,48,2092,527,22.4,1,0.225,99.8,2,2,Low-frequency Browser,-2.9989456779614656,-2.8864495259832617
U101159,2,325,67,41,1737,765,45.0,2,0.176,506.7,4,3,Interactive User,-1.2472433780417118,-1.1749987597671967
U101160,3,310,85,58,3080,943,21.9,2,0.329,436.6,2,3,Interactive User,-0.616075685481122,-2.468418877678885
U101161,6,418,76,35,779,398,80.9,2,0.76,346.0,7,3,Interactive User,-0.506812571026792,-0.4271848054902467
U101162,4,284,91,26,1032,442,77.6,3,0.802,641.5,5,0,Night Owl,-0.6687902743275498,0.8128308308069339
U101163,1,234,44,18,862,384,39.7,2,0.672,306.1,6,2,Low-frequency Browser,-3.242807004794824,-0.3008087747360043
U101164,3,363,68,81,2010,1040,84.3,3,0.652,742.6,13,1,Content Creator,1.6195234662061875,1.2530174349226066
U101165,6,520,125,73,3866,884,75.9,2,0.442,553.5,10,1,Content Creator,2.6499191921579683,-1.642676016747992
U101166,10,656,150,87,3513,1187,96.4,7,0.553,624.8,5,1,Content Creator,5.787790759636733,-1.3997866205101113
U101167,6,452,87,46,1214,854,117.3,6,0.825,678.5,11,1,Content Creator,2.5666505446605923,2.0332925673898194
U101168,5,291,67,35,1676,460,45.0,4,0.597,424.1,5,3,Interactive User,-1.0458403463435633,-0.8103665405435228
U101169,10,648,134,73,2164,956,80.5,3,0.79,742.4,18,1,Content Creator,4.406484063309499,-0.34079054475782955
U101170,6,245,44,38,1756,244,55.2,2,0.549,537.7,1,2,Low-frequency Browser,-1.9121770181391573,-0.7843182642863489
U101171,3,247,35,50,634,284,36.9,1,0.092,68.6,7,2,Low-frequency Browser,-3.1897167259976644,-2.245974489412584
U101172,3,302,40,54,2582,550,43.4,4,0.681,323.5,8,3,Interactive User,-1.0394539969798726,-0.6884817278974361
U101173,5,387,104,52,2419,804,60.4,2,0.419,477.6,5,3,Interactive User,0.5113711675844689,-1.548703418141912
U101174,4,371,81,41,786,692,90.0,5,0.666,770.2,10,0,Night Owl,0.9807939325151189,1.8027933913866931
U101175,5,305,30,0,679,451,60.9,1,0.526,284.2,6,2,Low-frequency Browser,-2.792575925721809,-0.5345960430553679
U101176,8,367,119,72,1143,715,54.6,3,0.373,172.0,11,3,Interactive User,1.0983573465744962,-2.3854065218603413
U101177,3,270,66,46,2142,626,69.3,3,0.24,339.2,8,3,Interactive User,-0.7540719474338473,-0.7241573166069073
U101178,4,356,65,82,1060,927,44.3,5,0.474,434.5,13,3,Interactive User,0.8538173274312607,-0.3902691872578414
U101179,4,384,45,25,3372,891,81.9,4,0.673,289.8,10,3,Interactive User,0.1953019886452629,0.012516138206575642
U101180,4,323,42,26,831,370,43.5,2,0.163,224.7,3,2,Low-frequency Browser,-2.6449377289858598,-1.8867761995354388
U101181,4,461,80,84,2350,1325,120.0,6,0.587,654.9,7,1,Content Creator,3.5222313401008742,1.3130888840031878
U101182,3,196,60,28,992,342,36.9,2,0.175,299.9,6,2,Low-frequency Browser,-2.80901238546251,-1.420924877237559
U101183,5,429,74,51,666,735,74.7,5,0.338,640.2,13,0,Night Owl,1.1655420204445155,0.6388446042680773
U101184,1,279,43,61,651,938,71.0,5,0.574,118.0,7,0,Night Owl,-0.7671713629600001,0.03308110645149186
U101185,5,298,63,44,2885,419,34.2,2,0.203,247.4,5,3,Interactive User,-1.5464944035892871,-2.661192120417379
U101186,0,84,0,1,2250,593,51.0,4,0.087,393.9,6,2,Low-frequency Browser,-3.5447571952345522,0.43797348320046153
U101187,4,415,91,64,1059,872,78.4,5,0.324,477.5,6,3,Interactive User,1.235294913527128,-0.36237548348418264
U101188,2,279,61,42,1034,1152,105.5,5,0.779,586.3,7,0,Night Owl,0.7135149218502372,2.2370016606116114
U101189,5,349,66,23,2439,722,79.2,4,0.345,476.85,4,3,Interactive User,-0.06680722210599754,-0.39214605409952613
U101190,6,309,75,36,1164,772,68.3,6,0.35,188.5,5,3,Interactive User,0.08677114579208262,-1.0127984777587626
U101191,10,656,150,81,3841,1035,69.3,6,0.41,541.3,9,1,Content Creator,5.017738581004476,-2.379906911279579
U101192,5,261,86,71,1548,371,82.4,3,0.532,559.7,14,0,Night Owl,0.457161604942922,0.47689340749928905
U101193,8,431,99,75,1083,1037,87.9,6,0.312,511.0,7,1,Content Creator,2.820949404060862,-0.49129529294094904
U101194,6,449,80,68,1404,956,80.9,7,0.574,583.9,9,1,Content Creator,2.4663263712645,0.49057242006766455
U101195,6,347,91,78,780,763,93.1,7,0.182,412.9,12,1,Content Creator,2.160706621511608,0.1532671863253498
U101196,2,261,67,29,402,588,31.4,2,0.396,409.5,5,2,Low-frequency Browser,-2.403345692648071,-0.939089439664343
U101197,1,197,7,56,1763,610,87.3,2,0.485,878.3,6,0,Night Owl,-1.4183740656243502,2.1389573244032185
U101198,7,487,98,19,1437,883,87.4,6,0.206,717.3,4,1,Content Creator,1.8496074725750864,0.04638786785381985
U101199,5,461,73,55,4449,594,45.9,3,0.52,126.1,7,3,Interactive User,0.2008823522789903,-2.8637065934533776
